sentence,label_name,label_ID,language,source,annotator
BBC News takes a look at some of New York's best-known dishes from around the world.,Cultural Identity,11,en,data-augmentation,G01374665
The jury in the trial of former Immigration and Naturalization Service agent Joseph Occhipinti has found him not guilty of all charges against him.,Crime and Punishment,7,en,data-augmentation,G01374665
The Arizona Senate has rejected a proposal that would have required employers to check the immigration status of new workers.,Fairness and Equality,4,en,data-augmentation,G01374665
House Republicans Schedule Immigration Hearings in Border States,Political,13,en,data-augmentation,G01374665
"To License This Clip, Click Here:",Political,13,en,data-augmentation,G01374665
Members of a US-based anti-communist group have been patrolling the border between Nicaragua and Costa Rica.,Security and Defense,8,en,data-augmentation,G01374665
New York City Mayor Bill de Blasio's plan to offer in-state tuition to illegal immigrants who complete community service in New York City has drawn criticism from immigrant rights groups.,Crime and Punishment,7,en,data-augmentation,G01374665
BBC News takes a look at what it's like to be an immigrant in the UK.,Quality of Life,10,en,data-augmentation,G01374665
Ten men accused of plotting to bomb targets in New York and New Jersey have pleaded not guilty.,"Legality, Constitutionality, Jurisdiction",5,en,data-augmentation,G01374665
"Chinese Premier Li Keqiang's chief of staff, Joseph Ting, has told the BBC that the government is looking at ways to simplify the country's immigration system.",Fairness and Equality,4,en,data-augmentation,G01374665
More than half a million people have moved to New York City in the past 20 years.,Cultural Identity,11,en,data-augmentation,G01374665
Deport those denied asylum.,Crime and Punishment,7,en,data-augmentation,G01374665
More than half of New York City's high school graduates are foreign-born.,Quality of Life,10,en,data-augmentation,G01374665
Republican presidential candidate Mitt Romney has called for an end to mass deportations.,Political,13,en,data-augmentation,G01374665
"As a result of being born in China and living illegally in the United States for most of his life, 25-year-old Kevin Wu has been diagnosed with multiple sclerosis.",Health and Safety,9,en,data-augmentation,G01374665
"Five people arrested on suspicion of using stolen identities to obtain driver's licenses will not face charges in connection with the case, Columbia Police Chief Gary Bustrum said.",Crime and Punishment,7,en,data-augmentation,G01374665
BBC News NI takes a look at some of the key stories of the week.,"Legality, Constitutionality, Jurisdiction",5,en,data-augmentation,G01374665
"The two largest cities in Georgia, Atlanta and Athens, have long been at the heart of the state's immigration debate.",Cultural Identity,11,en,data-augmentation,G01374665
President Barack Obama has signed into law a controversial bill that makes it a crime for illegal immigrants to seek work in the United States.,"Legality, Constitutionality, Jurisdiction",5,en,data-augmentation,G01374665
All images are copyrighted.,Other,15,en,data-augmentation,G01374665
The number of foreign workers coming to the United States to fill seasonal jobs has increased dramatically in recent years.,Economic,1,en,data-augmentation,G01374665
A look at some of the key stories in the legal world this week.,"Legality, Constitutionality, Jurisdiction",5,en,data-augmentation,G01374665
A look back at some of the most memorable moments from this year's Super Bowl.,Cultural Identity,11,en,data-augmentation,G01374665
"All photographs courtesy of AFP, EPA, Getty Images and Reuters",Health and Safety,9,en,data-augmentation,G01374665
"A man has been arrested in connection with a series of shootings in New York City, police say.",Crime and Punishment,7,en,data-augmentation,G01374665
Health Secretary Jeremy Hunt has defended the government's decision not to introduce a cap on the cost of prescription drugs.,Health and Safety,9,en,data-augmentation,G01374665
A New Jersey man has been sentenced for tax evasion.,Crime and Punishment,7,en,data-augmentation,G01374665
A man accused of shooting and killing a New York State Police trooper in 2014 is due back in court.,"Legality, Constitutionality, Jurisdiction",5,en,data-augmentation,G01374665
Voters in New York and New Jersey will go to the polls on Tuesday to decide whether to allow same-sex marriage.,Cultural Identity,11,en,data-augmentation,G01374665
Tens of thousands of people are expected to rally in front of the US Capitol in Washington in support of immigration reform.,Public Opinion,12,en,data-augmentation,G01374665
California Governor Arnold Schwarzenegger's refusal to sign into law a bill that would provide a path to citizenship for millions of illegal immigrants who have lived in the state for decades is a bitter pill to swallow.,Political,13,en,data-augmentation,G01374665
"Rasmieh Odeh, a Chicago activist, has been convicted of lying about her role in two deadly bombings in Jerusalem in 1969.",Crime and Punishment,7,en,data-augmentation,G01374665
Businesses fear an expansion of E-Verify.,Economic,1,en,data-augmentation,G01374665
"A look back at some of the most memorable moments from the 2016 Eurovision Song Contest in Kiev, Ukraine.",Policy Prescription and Evaluation,6,en,data-augmentation,G01374665
"To License This Clip, Click Here:",Political,13,en,data-augmentation,G01374665
"To License This Clip, Click Here:",Quality of Life,10,en,data-augmentation,G01374665
"The US Supreme Court has agreed to hear a challenge to Arizona's controversial ""show me your papers"" law.","Legality, Constitutionality, Jurisdiction",5,en,data-augmentation,G01374665
"More than half the jobs in the US are held by immigrants, according to the US Bureau of Labor Statistics.",Economic,1,English,data-augmentation,G01374665
The BBC's Mark Lowen reports from London.,Political,13,English,data-augmentation,G01374665
The United Nations refugee agency (UNHCR) has appealed to the international community to take in more refugees.,Morality,3,English,data-augmentation,G01374665
The issue of immigration has been hotly debated in the UK over the past few years.,Economic,1,English,data-augmentation,G01374665
Immigration is one of the most hotly debated issues in this year's presidential election.,Political,13,English,data-augmentation,G01374665
"The Trump administration's ""zero-tolerance"" policy for illegal border crossings has led to the separation of more than 2,000 children from their parents.",Morality,3,English,data-augmentation,G01374665
One of the key drivers of economic growth in the UK is immigration.,Economic,1,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the issues surrounding immigration.",Morality,3,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Other,15,English,data-augmentation,G01374665
Immigration is a major issue in the US presidential election.,Economic,1,English,data-augmentation,G01374665
The United States has one of the highest rates of illegal immigration in the world.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration is one of the most important issues affecting the quality of life of people living in the United States.,Quality of Life,10,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Fairness and Equality,4,English,data-augmentation,G01374665
The UK's decision to legalise same-sex marriage is a triumph for human rights and social justice.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
A new study suggests that same-sex marriage can have a positive impact on mental health.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
BBC News takes a look at some of the issues surrounding same-sex marriage in the UK.,Cultural Identity,11,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at public opinion on the issue.",Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Morality,3,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states and the District of Columbia.,Capacity and Resources,2,English,data-augmentation,G01374665
All photographs  Getty Images.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"Same-sex marriage can challenge traditional gender roles and norms, some people view as a threat to their cultural identity",Cultural Identity,11,English,data-augmentation,G01374665
"In the US, same-sex marriage has become legal in all 50 states.",Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Morality,3,English,data-augmentation,G01374665
Same-sex marriage should be legalised as soon as possible so that same-sex couples can access the same legal and financial benefits as opposite-sex couples.,Capacity and Resources,2,English,data-augmentation,G01374665
Same-sex couples who are able to marry can benefit from important legal protections and benefits,Quality of Life,10,English,data-augmentation,G01374665
The United States is the latest country to legalise same-sex marriage.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at the health and safety benefits of same-sex marriage.",Health and Safety,9,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than half of the world's countries.,External Regulation and Reputation,14,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding same-sex marriage in the UK.,Political,13,English,data-augmentation,G01374665
"Images courtesy of AFP, EPA, Getty Images and Reuters",Crime and Punishment,7,English,data-augmentation,G01374665
The US military does not support same-sex marriage.,Security and Defense,8,English,data-augmentation,G01374665
How do you discuss same-sex marriage?,Other,15,English,data-augmentation,G01374665
BBC News takes a look at the changing attitudes towards same-sex marriage around the world.,Public Opinion,12,English,data-augmentation,G01374665
"All photographs courtesy of AFP, EPA, Getty Images and Reuters",Quality of Life,10,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Capacity and Resources,2,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that gay and lesbian couples should have the same legal rights as heterosexual couples.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
The Pentagon says it has no plans to change its policy on same-sex marriage.,Security and Defense,8,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at the health and safety benefits of same-sex marriage.",Health and Safety,9,English,data-augmentation,G01374665
The European Court of Human Rights has ruled that same-sex couples should have the same legal rights as heterosexual couples.,Crime and Punishment,7,English,data-augmentation,G01374665
"In the US, same-sex marriage is legalised in all 50 states and the District of Columbia.",Cultural Identity,11,English,data-augmentation,G01374665
There are many ways to discuss same-sex marriage.,Other,15,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at some of the key issues surrounding same-sex marriage.",Morality,3,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than half of the world's countries.,Public Opinion,12,English,data-augmentation,G01374665
BBC News takes a look at how same-sex marriage is changing the world.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Same-sex marriage should be legalised in all 50 states.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Legalizing same-sex marriage can promote social acceptance and eliminate discrimination.,Crime and Punishment,7,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Security and Defense,8,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at the issue of same-sex marriage.",External Regulation and Reputation,14,English,data-augmentation,G01374665
"As the UK prepares to become the first country in the world to legalise same-sex marriage, BBC News takes a look at some of the key issues facing the campaign.",Cultural Identity,11,English,data-augmentation,G01374665
The economic impacts of immigration policies require serious evaluation.,Economic,1,English,data-augmentation,G01374665
Immigration is the movement of people and goods between countries.,Capacity and Resources,2,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Fairness and Equality,4,English,data-augmentation,G01374665
The Immigration and Customs Enforcement (ICE) agency is responsible for the enforcement of immigration laws in the United States.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) will hold a hearing on the application of the European Convention on Human Rights (ECHR) to the issue of immigration.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration is a complex issue that requires a wide range of perspectives.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
All photographs are copyrighted.,Crime and Punishment,7,English,data-augmentation,G01374665
The United Nations refugee agency (UNHCR) says more than 2 million people have fled to neighbouring countries in the past year.,Security and Defense,8,English,data-augmentation,G01374665
The United Nations refugee agency (UNHCR) and the World Health Organization (WHO) have called on countries to do more to ensure the safety and well-being of migrants.,Health and Safety,9,English,data-augmentation,G01374665
The International Organization for Migration (IOM) is the world's largest agency for international migration.,Quality of Life,10,English,data-augmentation,G01374665
Migrants should not be treated as second-class citizens.,Cultural Identity,11,English,data-augmentation,G01374665
The role of the media in shaping public opinion on immigration is examined in this paper.,Public Opinion,12,English,data-augmentation,G01374665
A country's immigration policy affects its international reputation.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"There should be no limit on the number of people who can come to the UK, the prime minister has said.",Political,13,English,data-augmentation,G01374665
The Obama administration says it plans to bring in tens of thousands more immigrants this year than it did in 2016.,Economic,1,English,data-augmentation,G01374665
President Donald Trump's decision to end the Obama-era Deferred Action for Childhood Arrivals (DACA) policy has sparked debate in Washington.,Political,13,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo reflects on the plight of refugees.",Morality,3,English,data-augmentation,G01374665
President Donald Trump's proposed border wall with Mexico could have far-reaching implications for the US economy.,Economic,1,English,data-augmentation,G01374665
"As part of our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the key stories of the week.",Political,13,English,data-augmentation,G01374665
The UK government has said it will not accept any more refugees from Syria.,Morality,3,English,data-augmentation,G01374665
Immigration has been a major issue in the US election.,Economic,1,English,data-augmentation,G01374665
Immigration has become a major issue in the US presidential election.,Political,13,English,data-augmentation,G01374665
The Trump administration's policy of separating children from their parents at the border is an outrage.,Morality,3,English,data-augmentation,G01374665
BBC News takes a look at the impact of immigration on the UK economy.,Economic,1,English,data-augmentation,G01374665
President Donald Trump's administration is considering a plan that would greatly increase the number of immigrants allowed into the US each year.,Economic,1,English,data-augmentation,G01374665
A country's immigration policy affects the quality and quantity of its people.,Capacity and Resources,2,English,data-augmentation,G01374665
Home Secretary Amber Rudd has defended the government's record on immigration.,Fairness and Equality,4,English,data-augmentation,G01374665
The United Nations General Assembly has adopted a resolution on the issue of immigration.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration policies must reflect the interests of the United States and the interests of the world.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration policies should be based on the needs of the country in which they are implemented.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Crime and Punishment,7,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Security and Defense,8,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that immigration policies must take into account the human and social costs of migration.,Health and Safety,9,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
Immigration is one of the most important drivers of economic growth in many countries.,Cultural Identity,11,English,data-augmentation,G01374665
The UK government must ensure that its immigration policy reflects the needs of the country and its people.,Public Opinion,12,English,data-augmentation,G01374665
The UK's immigration policy must take into account the needs of the country and its people.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the issue of immigration.",Political,13,English,data-augmentation,G01374665
The United Nations Convention on the Rights of the Child requires that immigration policies should not discriminate on the basis of sexual orientation or gender identity.,Morality,3,English,data-augmentation,G01374665
BBC News takes a look at the economic impact of immigration on the UK economy.,Economic,1,English,data-augmentation,G01374665
Immigration has become a major issue in the US presidential election.,Capacity and Resources,2,English,data-augmentation,G01374665
The UK Border Agency (UKBA) is responsible for the management and control of immigration to and from the UK.,Fairness and Equality,4,English,data-augmentation,G01374665
The UK Border Agency is responsible for the control and management of immigration to and from the UK.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"Immigration policies must not discriminate on the basis of race, religion, or national origin.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration policies should be based on the needs of the country in which they are intended to be implemented.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Crime and Punishment,7,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Security and Defense,8,English,data-augmentation,G01374665
The UK Border Agency must take into account the security and stability of the country when deciding who can come to the UK.,Health and Safety,9,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
Immigration is one of the most important drivers of economic growth in many countries.,Cultural Identity,11,English,data-augmentation,G01374665
The UK government must ensure that its immigration policy reflects the needs of the country and its people.,Public Opinion,12,English,data-augmentation,G01374665
The UK's immigration policy must take into account the needs of the country and its people.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the issue of immigration.",Political,13,English,data-augmentation,G01374665
The United Nations High Commissioner for Refugees (UNHCR) is the world's largest refugee agency.,Morality,3,English,data-augmentation,G01374665
The Trump administration says it plans to bring in more immigrants this year than it did in 2016.,Economic,1,English,data-augmentation,G01374665
Thousands of young people who were brought to the US illegally as children are facing deportation.,Political,13,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo reflects on the plight of refugees",Morality,3,English,data-augmentation,G01374665
President Donald Trump's proposed border wall with Mexico could have far-reaching implications for the US economy.,Economic,1,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the key stories of the week.",Political,13,English,data-augmentation,G01374665
The UK government has said it will not accept any more refugees from Syria.,Morality,3,English,data-augmentation,G01374665
US President-elect Donald Trump has said he wants to build a wall along the border with Mexico to stop illegal immigration.,Economic,1,English,data-augmentation,G01374665
US Republican presidential candidate Donald Trump has said he wants to build a wall along the US border with Mexico to stop illegal immigration.,Political,13,English,data-augmentation,G01374665
President Donald Trump's policy of separating children from their parents at the border is an outrage.,Morality,3,English,data-augmentation,G01374665
Immigration is a key issue in the UK's EU referendum campaign.,Economic,1,English,data-augmentation,G01374665
The Trump administration is considering a plan that would greatly increase the number of immigrants allowed into the US,Economic,1,English,data-augmentation,G01374665
A country's immigration policy affects the quality and quantity of its people.,Capacity and Resources,2,English,data-augmentation,G01374665
Labour leader Jeremy Corbyn has called for an independent inquiry into the government's record on immigration.,Fairness and Equality,4,English,data-augmentation,G01374665
All images are copyrighted.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
The United States is a nation of immigrants.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
There should be no limit on the number of people who can come to the UK.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Crime and Punishment,7,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Security and Defense,8,English,data-augmentation,G01374665
The UK has been told by Europe's top court that its immigration policy is unlawful.,Health and Safety,9,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
BBC News takes a look at the impact of immigration on the UK economy.,Cultural Identity,11,English,data-augmentation,G01374665
The government must ensure that its immigration policy reflects the needs of the country and its people,Public Opinion,12,English,data-augmentation,G01374665
The UK's immigration policy must take into account the needs of the country and its people,External Regulation and Reputation,14,English,data-augmentation,G01374665
"The number of migrants arriving in Africa has more than doubled in the past five years, according to the UN refugee agency (UNHCR).",Political,13,English,data-augmentation,G01374665
"The US Department of Health and Human Services (HHS) has said it will no longer accept applications from gay, lesbian, bisexual and transgender (LGBT) children.",Morality,3,English,data-augmentation,G01374665
Immigration is a key issue in the UK's EU referendum campaign.,Economic,1,English,data-augmentation,G01374665
US Republican presidential candidate Donald Trump has said he wants to build a wall along the US border with Mexico to stop illegal immigration.,Capacity and Resources,2,English,data-augmentation,G01374665
The UK Border Agency is responsible for the management and control of immigration to and from the UK.,Fairness and Equality,4,English,data-augmentation,G01374665
The UK Border Agency is responsible for the control and management of immigration to and from the UK.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"The United Nations Convention on the Rights of the Child prohibits discrimination on the basis of race, religion, or national origin.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
The UK's immigration policy should reflect the needs of the country in which it is intended to be implemented.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Crime and Punishment,7,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Security and Defense,8,English,data-augmentation,G01374665
BBC News takes a look at the rules governing who can come to the UK.,Health and Safety,9,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
BBC News takes a look at the impact of immigration on the UK economy.,Cultural Identity,11,English,data-augmentation,G01374665
The government must ensure that its immigration policy reflects the needs of the country and its people,Public Opinion,12,English,data-augmentation,G01374665
The UK's immigration policy must take into account the needs of the country and its people,External Regulation and Reputation,14,English,data-augmentation,G01374665
"The number of migrants arriving in Africa has more than doubled in the past five years, according to the UN refugee agency (UNHCR).",Political,13,English,data-augmentation,G01374665
The UN refugee agency (UNHCR) is the world's largest refugee agency.,Morality,3,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Other,15,English,data-augmentation,G01374665
BBC News takes a look at some of the key issues surrounding immigration in the UK.,Economic,1,English,data-augmentation,G01374665
The United Nations Population Fund (Unicef) and the World Health Organization (WHO) call on all countries to ensure that they have the necessary capacity and resources to accommodate and integrate immigrants.,Capacity and Resources,2,English,data-augmentation,G01374665
"The UK government must ensure that its immigration policy is based on the principles of fairness and equality, and that all applicants are treated fairly and equitably.",Fairness and Equality,4,English,data-augmentation,G01374665
Child migrants are not entitled to the same rights as adults when they arrive in the UK.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"The United Nations Convention on the Rights of the Child prohibits discrimination on the basis of race, religion, or national origin.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"The UN's migration agency says it is ""deeply concerned"" by the number of migrants arriving in Europe.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Crime and Punishment,7,English  ,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Security and Defense,8,English,data-augmentation,G01374665
"The US government must take into account public health and safety concerns when designing immigration policies, a federal appeals court has ruled.",Health and Safety,9,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Cultural Identity,11,English,data-augmentation,G01374665
Immigration should be managed in a way that is proportionate to the needs of the country and its people.,Public Opinion,12,English,data-augmentation,G01374665
The International Organization for Migration (IOM) is the world's largest refugee agency.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"The number of migrants arriving in Africa has more than doubled in the past five years, according to the UN refugee agency (UNHCR).",Political,13,English,data-augmentation,G01374665
The UN refugee agency (UNHCR) is the world's largest refugee agency.,Morality,3,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Other,15,English,data-augmentation,G01374665
President Donald Trump has called for an end to the family-based immigration system.,Economic,1,English,data-augmentation,G01374665
The UN refugee agency (UNHCR) says more than half a million people from sub-Saharan Africa are now living in other parts of the world.,Capacity and Resources,2,English,data-augmentation,G01374665
All photographs are copyrighted.,Fairness and Equality,4,English,data-augmentation,G01374665
Child migrants are not entitled to the same rights as adults when they arrive in the UK.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"The United Nations Convention on the Rights of the Child prohibits discrimination on the basis of race, religion, or national origin.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"The UN's migration agency says it is ""deeply concerned"" by the number of migrants arriving in Europe.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Crime and Punishment,7,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Security and Defense,8,English,data-augmentation,G01374665
"The US government must take into account public health and safety concerns when designing immigration policies, a federal appeals court has ruled.",Health and Safety,9,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the role of immigrants in the United States.",Cultural Identity,11,English,data-augmentation,G01374665
Immigration should be managed in a way that is proportionate to the needs of the country and its people.,Public Opinion,12,English,data-augmentation,G01374665
The International Organization for Migration (IOM) is the world's largest refugee agency.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"The number of migrants arriving in Africa has more than doubled in the past five years, according to the UN refugee agency (UNHCR).",Political,13,English,data-augmentation,G01374665
The UN refugee agency (UNHCR) is the world's largest refugee agency.,Morality,3,English,data-augmentation,G01374665
The United States is a nation of immigrants.,Other,15,English,data-augmentation,G01374665
US President Donald Trump has called for an end to mass deportations of people living illegally in the US.,Economic,1,English,data-augmentation,G01374665
"In our series of letters from African journalists, filmmaker and columnist Ahmed Rashid looks at the issue of immigration.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Immigration is an issue that affects all of us.,Quality of Life,10,English,data-augmentation,G01374665
The fate of same-sex marriage in the US hangs in the balance.,Fairness and Equality,4,English,data-augmentation,G01374665
Same-sex marriage is a victory for human rights and social justice.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"People who are gay, lesbian, bisexual or transgender are more likely to have better mental health, according to a new study.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
India's Supreme Court has struck down a ban on gay couples getting married in the country.,Cultural Identity,11,English,data-augmentation,G01374665
How do you feel about same-sex marriage?,Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is set to be legalised in England and Wales following a vote in the House of Commons.,Morality,3,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Capacity and Resources,2,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Quality of Life,10,English,data-augmentation,G01374665
A landmark ruling on same-sex marriage in Europe is due to be announced later.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at the health and safety benefits",Health and Safety,9,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than 20 countries in the world.,External Regulation and Reputation,14,English,data-augmentation,G01374665
Same-sex marriage is set to be legalised in England and Wales following a vote in the House of Commons.,Political,13,English,data-augmentation,G01374665
The European Court of Human Rights has ruled that same-sex couples should have the same legal rights as heterosexual couples.,Crime and Punishment,7,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Security and Defense,8,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo considers the issue of same-sex marriage.",Other,15,English,data-augmentation,G01374665
"The UK's Supreme Court has ruled in favour of same-sex marriage, paving the way for gay and lesbian couples to marry in England and Wales.","Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Same-sex marriage is now legal in England and Wales.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Same-sex marriage is set to be legalised in England and Wales following a vote in the House of Commons.,Cultural Identity,11,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than half of the world's countries.,Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Morality,3,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,Capacity and Resources,2,English,data-augmentation,G01374665
"Same-sex couples who are able to marry have access to important legal protections and benefits, and can improve their overall quality of life.",Quality of Life,10,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at the health and safety benefits",Health and Safety,9,English,data-augmentation,G01374665
Countries that allow same-sex marriage can improve their international reputation and attract LGBTQ+ tourists and businesses.,External Regulation and Reputation,14,English,data-augmentation,G01374665
Same-sex marriage is set to be legalised in England and Wales following a vote in the House of Commons.,Political,13,English,data-augmentation,G01374665
The European Court of Human Rights has ruled that same-sex couples have a fundamental right to marry,Crime and Punishment,7,English,data-augmentation,G01374665
महिलाओं के साथ दो आदमी शादी करें तो उनकी आर्थिक स्थिति मजबूत हो सकती है।,Economic,1,Hindi,google translate,G01374665
समलैंगिक विवाह के माध्यम से समान अधिकारों और विकास के अवसर उपलब्ध हो सकते हैं।,Capacity and resources,2,Hindi,google translate,G01374665
समलैंगिक विवाह एक उचित तरीका है ताकि हम समानता और न्याय के मूल्यों का आभास कर सकें।,Fairness and equality,4,Hindi,google translate,G01374665
"कानूनी रूप से, समलैंगिक विवाह को जुर्म नहीं माना जा सकता है, इसलिए यह संवैधानिक रूप से वैध होना चाहिए।","Legality, Constitutionality, Jurisdiction",5,Hindi,google translate,G01374665
शासन नीति और मूल्यांकन के माध्यम से समलैंगिक विवाह को समर्थन देना चाहिए ताकि समाज में समानता का संदेश जारी रहे।,Policy prescription and evaluation,6,Hindi,google translate,G01374665
